RNK,first,last,TEAM,POS,TYPE,    K,    W,  ERA, WHIP, SVHD
1244,Francisco,Mendoza,Tex,RP,FA,--,--,--,--,--
1245,Tom,Harlan,Pit,RP,FA,--,--,--,--,--
1246,Derek,Eitel,Wsh,RP,FA,--,--,--,--,--
1247,Silvino,Bracho,Ari,RP,FA,47,2,4.64,1.27,0
1248,Jake,Reed,Min,RP,FA,--,--,--,--,--
1249,Tyler,Kinley,Mia,RP,FA,--,--,--,--,--
1250,Grant,Sides,Cle,RP,FA,--,--,--,--,--
1251,Nate,Hyatt,LAA,RP,FA,--,--,--,--,--
1252,Zack,Weiss,Cin,RP,FA,--,--,--,--,--
1253,Paul,Voelker,Det,RP,FA,--,--,--,--,--
1254,Matt,Brazis,ChC,RP,FA,--,--,--,--,--
1255,Brady,Dragmire,Tex,RP,FA,9,1,4.76,1.53,0
1256,Yhonathan,Barrios,Mil,RP,FA,--,--,--,--,--
1257,David,Hess,Bal,SP,FA,--,--,--,--,--
1258,Jacob,Rhame,LAD,RP,FA,--,--,--,--,--
1259,Jace,Fry,CWS,SP,FA,--,--,--,--,--
1260,Gene,Escat,Bal,RP,FA,--,--,--,--,--
1261,Jeff,Ames,TB,RP,FA,--,--,--,--,--
1262,Damion,Carroll,TB,RP,FA,--,--,--,--,--
1263,Blake,McFarland,Tor,RP,FA,--,--,--,--,--
1264,Cole,Johnson,Min,RP,FA,--,--,--,--,--
1265,Evan,Mitchell,Cin,RP,FA,--,--,--,--,--
1266,Kyle,Bird,TB,RP,FA,--,--,--,--,--
1267,Jordan,Harrison,TB,RP,FA,--,--,--,--,--
1268,Zach,Cooper,TB,RP,FA,--,--,--,--,--
1269,Brad,Schreiber,TB,RP,FA,--,--,--,--,--
1270,Colton,Reavis,TB,RP,FA,--,--,--,--,--
1271,John,Kuchno,Pit,RP,FA,--,--,--,--,--
1272,Chris,O'Grady,Cin,RP,FA,--,--,--,--,--
1273,Shane,McCain,Tex,RP,FA,--,--,--,--,--
1274,Adam,Miller,Pit,RP,FA,--,--,--,--,--
1275,Robinson,Leyer,CWS,SP,FA,--,--,--,--,--
1276,Pat,Light,Pit,RP,FA,31,1,5.06,1.63,0
1277,Jonathan,Aro,Sea,RP,FA,--,--,--,--,--
1278,Taylor,Cole,Tor,SP,FA,--,--,--,--,--
1279,Anthony,Banda,Ari,SP,FA,--,--,--,--,--
1280,Andrew,Faulkner,Tex,RP,FA,15,1,4.5,1.5,0
1281,Joey,Krehbiel,Ari,RP,FA,--,--,--,--,--
1282,Brian,Clark,CWS,"SP,",FA,--,--,--,--,--
1283,Eduard,Santos,Oak,RP,FA,--,--,--,--,--
1284,Ben,Heller,NYY,RP,FA,15,1,3.6,1.13,0
1285,Guido,Knudson,Pit,RP,FA,--,--,--,--,--
1286,Josh,Smith,Oak,RP,FA,34,2,4.5,1.39,0
1287,Joel,De,La,,FA,16,1,4.71,1.43,0
1288,Jeff,Ferrell,Det,RP,FA,--,--,--,--,--
1289,Abel,De,Los,,FA,21,1,3.86,1.38,0
1290,Zack,Godley,Ari,RP,FA,62,3,4.86,1.43,0
1291,Matt,Marksberry,Atl,RP,FA,--,--,--,--,--
1292,Scott,McGough,Bal,RP,FA,--,--,--,--,--
1293,Josh,Smoker,NYM,RP,FA,47,2,4.62,1.46,0
1294,Enrique,Burgos,Ari,RP,FA,--,--,--,--,--
1295,John,Gant,StL,"SP,",FA,41,2,4.5,1.44,0
1296,Nick,Lee,Wsh,RP,FA,--,--,--,--,--
1297,Juan,Minaya,CWS,RP,FA,20,1,4.13,1.46,0
1298,David,Paulino,Hou,RP,FA,15,1,3.86,1.29,0
1299,Jose,Torres,SD,RP,FA,17,1,3.79,1.26,0
1300,Matt,Koch,Ari,RP,SLUG,10,1,5,1.39,0
1301,Jimmy,Cordero,Wsh,RP,FA,--,--,--,--,--
1302,Stephen,Johnson,Cin,RP,FA,--,--,--,--,--
1303,Brandon,Brennan,CWS,SP,FA,--,--,--,--,--
1304,J.B.,Wendelken,Oak,RP,FA,--,--,--,--,--
1305,J.T.,Chargois,Min,RP,FA,31,2,4.65,1.35,0
1306,Yorman,Landa,Min,RP,FA,--,--,--,--,--
1307,Mason,Melotakis,Min,RP,FA,--,--,--,--,--
1308,Randy,Rosario,Min,SP,FA,--,--,--,--,--
1309,Williams,Jerez,Bos,RP,FA,--,--,--,--,--
1310,Rookie,Davis,Cin,SP,FA,--,--,--,--,--
1311,Sal,Romano,Cin,SP,FA,--,--,--,--,--
1312,Carlos,Estevez,Col,RP,FA,58,3,4.66,1.43,14
1313,Alec,Mills,ChC,RP,FA,16,1,4,1.28,0
1314,Ian,Gardeck,SF,RP,FA,--,--,--,--,--
1315,Jake,Smith,SD,RP,FA,17,1,4.76,1.53,0
1316,Shawn,Morimando,Cle,"SP,",FA,--,--,--,--,--
1317,Dylan,Baker,Cle,SP,FA,--,--,--,--,--
1318,Jacob,Barnes,Mil,RP,FA,41,3,2.94,1.02,4
1319,Damien,Magnifico,Mil,RP,FA,12,1,4.2,1.53,0
1320,Jake,Esch,Mia,RP,FA,6,0,4.5,1.4,0
1321,Jacob,Faria,TB,SP,FA,--,--,--,--,--
1322,German,Marquez,Col,SP,FA,63,5,4.01,1.28,0
1323,Yohander,Mendez,Tex,SP,FA,9,1,3.27,1.27,0
1324,Edubray,Ramos,Phi,RP,FA,52,3,3.38,1.13,15
1325,Connor,Sadzeck,Tex,SP,FA,--,--,--,--,--
1326,Daniel,Stumpf,Det,RP,FA,13,1,3.46,1.23,0
1327,Josh,Martin,Cle,RP,FA,--,--,--,--,--
1328,Joe,Biagini,Tor,RP,FA,55,4,3,1.27,14
1329,Zach,Jones,Min,RP,FA,--,--,--,--,--
1330,Cody,Reed,Cin,SP,FA,70,4,4.31,1.34,0
1331,Brendan,McCurry,Hou,RP,FA,--,--,--,--,--
1332,Kelvin,Marte,Mia,"SP,",FA,--,--,--,--,--
1333,William,Cuevas,Det,"SP,",FA,--,--,--,--,--
1334,Aroni,Nina,SD,RP,FA,--,--,--,--,--
1335,Brooks,Pounders,LAA,"SP,",FA,17,1,3.71,1.35,0
1336,Sam,Selman,KC,RP,FA,--,--,--,--,--
1337,Ryan,Garton,TB,RP,FA,21,1,3.86,1.33,0
1338,Scott,Williams,Tex,RP,FA,--,--,--,--,--
1339,Myles,Jaye,Det,SP,FA,--,--,--,--,--
1340,Andury,Acevedo,ChC,RP,FA,--,--,--,--,--
1341,Carson,Fulmer,CWS,"SP,",FA,52,2,4.91,1.55,0
1342,Joe,Colon,Cle,RP,FA,19,1,4.68,1.48,0
1343,Sam,Coonrod,SF,"RP,",FA,--,--,--,--,--
1344,Felix,Pena,ChC,RP,FA,27,1,4.32,1.32,0
1345,James,Kaprielian,NYY,SP,FA,--,--,--,--,--
1346,Sam,Moll,Col,RP,FA,--,--,--,--,--
1347,Harrison,Musgrave,Col,SP,FA,--,--,--,--,--
1348,Miller,Diaz,Ari,SP,FA,--,--,--,--,--
1349,Matt,Carasiti,Col,RP,FA,33,2,4.64,1.42,0
1350,Brady,Lail,NYY,SP,FA,--,--,--,--,--
1351,Ryan,Williams,ChC,SP,FA,--,--,--,--,--
1352,Yaisel,Sierra,LAD,SP,FA,--,--,--,--,--
1353,Martires,Arias,SD,SP,FA,--,--,--,--,--
1354,Dylan,Cease,ChC,SP,FA,--,--,--,--,--
1355,Oscar,De,La,,FA,--,--,--,--,--
1356,Michael,Matuella,Tex,SP,FA,--,--,--,--,--
1357,Dillon,Tate,NYY,SP,FA,--,--,--,--,--
1358,Beau,Burrows,Det,SP,FA,--,--,--,--,--
1359,Warwick,Saupold,Det,"SP,",FA,--,--,--,--,--
1360,Chandler,Shepherd,Bos,RP,FA,--,--,--,--,--
1361,Adam,Ravenelle,Det,RP,FA,--,--,--,--,--
1362,Adam,Plutko,Cle,RP,FA,11,1,4.5,1.31,0
1363,Caleb,Dirks,LAD,RP,FA,--,--,--,--,--
1364,Austin,Voth,Wsh,SP,FA,--,--,--,--,--
1365,Kyle,Martin,Bos,RP,FA,--,--,--,--,--
1366,Layne,Somsen,LAD,RP,FA,--,--,--,--,--
1367,Jonathan,Dziedzic,KC,SP,FA,--,--,--,--,--
1368,Chase,Johnson,SF,SP,FA,--,--,--,--,--
1369,Trey,Nielsen,StL,SP,FA,--,--,--,--,--
1370,Jaime,Schultz,TB,RP,FA,20,1,4.24,1.47,0
1371,Conner,Greene,Tor,SP,FA,--,--,--,--,--
1372,Chad,Girodo,Tor,RP,FA,--,--,--,--,--
1373,Daniel,Gibson,Ari,RP,FA,--,--,--,--,--
1374,Tyler,Mahle,Cin,SP,FA,--,--,--,--,--
1375,Anderson,Espinoza,SD,SP,FA,--,--,--,--,--
1376,Francis,Martes,Hou,SP,FA,--,--,--,--,--
1377,Kolby,Allard,Atl,SP,FA,--,--,--,--,--
1378,Tyler,Jay,Min,SP,FA,--,--,--,--,--
1379,Brady,Aiken,Cle,SP,FA,--,--,--,--,--
1380,Alex,Young,Ari,SP,FA,--,--,--,--,--
1381,Michael,Soroka,Atl,SP,FA,--,--,--,--,--
1382,Triston,McKenzie,Cle,SP,FA,--,--,--,--,--
1383,Nolan,Watson,KC,SP,FA,--,--,--,--,--
1384,Ashe,Russell,KC,SP,FA,--,--,--,--,--
1385,Jake,Jewell,LAA,SP,FA,--,--,--,--,--
1386,Grayson,Long,LAA,SP,FA,--,--,--,--,--
1387,Jordan,Holloway,Mia,SP,FA,--,--,--,--,--
1388,Cody,Ponce,Mil,SP,FA,--,--,--,--,--
1389,Nathan,Kirby,Mil,SP,FA,--,--,--,--,--
1390,Domingo,Acevedo,NYY,SP,FA,--,--,--,--,--
1391,Casey,Meisner,Oak,SP,FA,--,--,--,--,--
1392,Adonis,Medina,Phi,SP,FA,--,--,--,--,--
1393,Logan,Allen,SD,SP,FA,--,--,--,--,--
1394,Austin,Smith,SD,SP,FA,--,--,--,--,--
1395,Nick,Neidert,Sea,SP,FA,--,--,--,--,--
1396,Andrew,Moore,Sea,SP,FA,--,--,--,--,--
1397,Phil,Bickford,Mil,SP,FA,--,--,--,--,--
1398,Junior,Fernandez,StL,SP,FA,--,--,--,--,--
1399,Justin,Maese,Tor,SP,FA,--,--,--,--,--
1400,Yadier,Alvarez,LAD,SP,FA,--,--,--,--,--
1401,Jonathan,Harris,Tor,SP,FA,--,--,--,--,--
1402,Jaime,Barria,LAA,SP,FA,--,--,--,--,--
1403,Shane,Carle,Col,SP,FA,--,--,--,--,--
1404,Paul,Sewald,NYM,RP,FA,--,--,--,--,--
1405,Daniel,Mengden,Oak,RP,FA,76,4,4.29,1.42,0
1406,Luis,Ysla,Bos,RP,FA,--,--,--,--,--
1407,Luis,Castillo,Cin,"RP,",FA,--,--,--,--,--
1408,Tanner,Scott,Bal,RP,FA,--,--,--,--,--
1409,Donnie,Hart,Bal,RP,FA,34,3,3.6,1.15,0
1410,Dan,Altavilla,Sea,RP,FA,54,3,3.35,1.16,0
1411,Richard,Rodriguez,Bal,RP,FA,--,--,--,--,--
1412,Jose,Valdespina,Tex,RP,FA,--,--,--,--,--
1413,Dylan,Unsworth,Sea,SP,FA,--,--,--,--,--
1414,Taylor,Clarke,Ari,SP,FA,--,--,--,--,--
1415,Gray,Fenter,Bal,SP,FA,--,--,--,--,--
1416,Clinton,Hollon,Tor,SP,FA,--,--,--,--,--
1417,Ariel,Jurado,Tex,SP,FA,--,--,--,--,--
1418,Jacob,Nix,SD,SP,FA,--,--,--,--,--
1419,Drew,Finley,NYY,SP,FA,--,--,--,--,--
1420,Jake,Woodford,StL,SP,FA,--,--,--,--,--
1421,Wei-Chieh,Huang,Ari,SP,FA,--,--,--,--,--
1422,Juan,Meza,Tor,SP,FA,--,--,--,--,--
1423,Brad,Keller,Ari,SP,FA,--,--,--,--,--
1424,Jordan,Johnson,SF,SP,FA,--,--,--,--,--
1425,Chih-Wei,Hu,TB,SP,FA,--,--,--,--,--
1426,Travis,Lakins,Bos,SP,FA,--,--,--,--,--
1427,Jio,Orozco,NYY,SP,FA,--,--,--,--,--
1428,Joe,Gunkel,Bal,SP,FA,--,--,--,--,--
1429,Osmer,Morales,LAA,"RP,",FA,--,--,--,--,--
1430,Andrew,Edwards,KC,RP,FA,--,--,--,--,--
1431,Steve,Hathaway,Ari,RP,FA,25,2,4.06,1.55,0
1432,Jamie,Callahan,Bos,RP,FA,--,--,--,--,--
1433,Kevin,McCarthy,KC,RP,FA,30,2,3.92,1.38,0
1434,Luke,Farrell,KC,SP,FA,--,--,--,--,--
1435,Conor,Mullee,ChC,RP,FA,20,1,3.6,1.3,0
1436,Justin,Haley,Min,"RP,",FA,10,1,4.15,1.38,0
1437,Mike,Hauschild,Tex,"RP,",FA,8,1,4.09,1.45,0
1438,Tim,Mayza,Tor,RP,FA,--,--,--,--,--
1439,Matt,Dermody,Tor,RP,FA,13,1,4.5,1.28,0
1440,Dovydas,Neverauskas,Pit,RP,FA,--,--,--,--,--
1441,Brad,Goldberg,CWS,RP,FA,--,--,--,--,--
1442,Reymin,Guduan,Hou,RP,FA,--,--,--,--,--
1443,Drew,Steckenrider,Mia,RP,FA,--,--,--,--,--
1444,Andrew,Kittredge,TB,RP,FA,--,--,--,--,--
1445,Johendi,Jiminian,Col,RP,FA,--,--,--,--,--
1446,Casey,Lawrence,Tor,"RP,",FA,--,--,--,--,--
1447,Zac,Curtis,Sea,RP,FA,26,1,4.29,1.43,0
1448,Daniel,Wright,LAA,RP,FA,27,1,4.94,1.39,0
1449,Brock,Stewart,LAD,RP,FA,28,2,4.03,1.34,0
1450,Koda,Glover,Wsh,RP,FA,49,3,3.31,1.14,0
1451,Rob,Whalen,Sea,RP,FA,27,2,4.06,1.29,0
1452,Brent,Suter,Mil,RP,FA,11,1,3.68,1.18,0
1453,Rob,Zastryzny,ChC,RP,FA,20,1,4.5,1.38,0
1454,Wandy,Peralta,Cin,RP,FA,21,2,4.35,1.52,0
1455,Nick,Pivetta,Phi,SP,FA,--,--,--,--,--
1456,Ronald,Herrera,NYY,"RP,",FA,--,--,--,--,--
1457,Ariel,Hernandez,Cin,RP,FA,--,--,--,--,--
1458,Barrett,Astin,Cin,"RP,",FA,--,--,--,--,--
1459,Jose,Rosario,ChC,RP,FA,--,--,--,--,--
1460,Keynan,Middleton,LAA,RP,FA,--,--,--,--,--
1461,Austin,Adams,Wsh,RP,FA,--,--,--,--,--
1462,Eduardo,Paredes,LAA,RP,FA,--,--,--,--,--
1463,Thyago,Vieira,Sea,RP,FA,--,--,--,--,--
1464,Dietrich,Enns,NYY,"RP,",FA,--,--,--,--,--
1465,Giovanny,Gallegos,NYY,RP,FA,--,--,--,--,--
1466,Yefrey,Ramirez,NYY,"RP,",FA,--,--,--,--,--
1467,Jesus,Liranzo,Bal,RP,FA,--,--,--,--,--
1468,Jake,Junis,KC,"RP,",FA,--,--,--,--,--
1469,Sandy,Baez,Det,"RP,",FA,--,--,--,--,--
1470,Fernando,Romero,Min,"RP,",FA,--,--,--,--,--
1471,Austin,Pruitt,TB,"RP,",FA,--,--,--,--,--
1472,Hunter,Wood,TB,"RP,",FA,--,--,--,--,--
1473,Jose,Alvarado,TB,RP,FA,--,--,--,--,--
1474,Yency,Almonte,Col,"RP,",FA,--,--,--,--,--
1475,Rayan,Gonzalez,Col,RP,FA,--,--,--,--,--
1476,Zach,Jemiola,Col,SP,FA,--,--,--,--,--
1477,Chris,Flexen,NYM,"RP,",FA,--,--,--,--,--
1478,Reyes,Moronta,SF,RP,FA,--,--,--,--,--
1479,Heath,Fillmyer,Oak,"RP,",FA,--,--,--,--,--
1480,Daniel,Gossett,Oak,"RP,",FA,--,--,--,--,--
1481,Kevin,Gadea,TB,"RP,",FA,--,--,--,--,--
1482,Tyler,Jones,Ari,RP,FA,--,--,--,--,--
1483,Glenn,Sparkman,Tor,"RP,",FA,--,--,--,--,--
1484,Hoby,Milner,Cle,RP,FA,--,--,--,--,--
1485,Alejandro,Chacin,Cin,RP,FA,--,--,--,--,--
1486,Jimmy,Herget,Cin,RP,FA,--,--,--,--,--
1487,Nick,Routt,Cin,RP,FA,--,--,--,--,--
1488,Yender,Caramo,KC,"RP,",FA,--,--,--,--,--
1489,Eric,Skoglund,KC,"RP,",FA,--,--,--,--,--
1490,Frank,Duncan,Ari,"RP,",FA,--,--,--,--,--
1491,Eric,Stout,KC,RP,FA,--,--,--,--,--
1492,Tyler,Eppler,Pit,"RP,",FA,--,--,--,--,--
1493,Jared,Lakind,Pit,RP,FA,--,--,--,--,--
1494,Victor,Arano,Phi,RP,FA,--,--,--,--,--
1495,P.J.,Conlon,NYM,"RP,",FA,--,--,--,--,--
1496,David,Roseboom,NYM,RP,FA,--,--,--,--,--
1497,Corey,Taylor,NYM,RP,FA,--,--,--,--,--
1498,Cy,Sneed,Hou,"RP,",FA,--,--,--,--,--
1499,Edison,Frias,Hou,"RP,",FA,--,--,--,--,--
1500,Brian,Holmes,Hou,"RP,",FA,--,--,--,--,--
1501,Aaron,West,Hou,RP,FA,--,--,--,--,--
1502,Aaron,Bummer,CWS,RP,FA,--,--,--,--,--
1503,Patrick,Weigel,Atl,SP,FA,--,--,--,--,--
1504,James,Farris,Col,RP,FA,--,--,--,--,--
1505,Jhondaniel,Medina,ChC,"SP,",FA,--,--,--,--,--
1506,Austin,Maddox,Bos,RP,FA,--,--,--,--,--
1507,Drew,Gagnon,LAA,"SP,",FA,--,--,--,--,--
1508,Ryan,Castellani,Col,"RP,",FA,--,--,--,--,--
1509,Kevin,Grendell,LAA,RP,FA,--,--,--,--,--
1510,Jerry,Vasto,Col,RP,FA,--,--,--,--,--
